Code plate-forme;Code gare;Code UIC;Date fin validité plateforme;Intitulé plateforme;Code postal;Code Commune;Commune;Code département;Département;Longitude;Latitude;Segment DRG;Niveau de service;RG;TVSs;SOPs;Gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;DTG;Région SNCF;Unité gare;UT;Nbre plateformes;TVS;WGS 84
00359-1;00359;0087745679;;Évian-les-Bains;74500;;;;;6.577457;46.397915;b;1;GARES B ALPES;;;;;;;;;;;;;;46.397915,6.577457
00362-1;00362;0087745596;;Bons-en-Chablais;74890;;;;;6.366246;46.270046;b;1;GARES B ALPES;"[{""TVS_Code"": ""BAB""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bons-en-Chablais"", ""Alias_Libelle_Fronton"": ""Bons-en-Chablais"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""BONS EN CHABLAIS GARE""}";Bons-en-Chablais;Bons-en-Chablais;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;BONS EN CHABLAIS GARE;1;BAB;46.270046,6.366246
00367-1;00367;0087745380;;Pougny - Chancy;01550;;;;;5.9613614;46.1446674;c;1;GARES C ALPES;;;;;;;;;;;;;;46.1446674,5.9613614
00368-1;00368;0087745000;;Bellegarde-sur-Valserine;01200;;;;;5.823483;46.109425;b;2;GARES B ALPES;"[{""TVS_Code"": ""BGD""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bellegarde-sur-Valserine"", ""Alias_Libelle_Fronton"": ""Bellegarde"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""BELLEGARDE (AIN) GARE""}";Bellegarde-sur-Valserine;Bellegarde;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;BELLEGARDE (AIN) GARE;1;BGD;46.109425,5.823483
00369-1;00369;0087743757;;Tenay - Hauteville;01970;;;;;5.5016101;45.9222096;c;1;GARES C ALPES;;;;;;;;;;;;;;45.9222096,5.5016101
00379-1;00379;0087743328;;Villereversure;01250;;;;;5.3977089;46.1944145;c;1;GARES C ALPES;;;;;;;;;;;;;;46.1944145,5.3977089
00381-1;00381;0087743146;;Ambronay - Priay;01500;;;;;5.3382579;46.0115941;c;1;GARES C ALPES;;;;;;;;;;;;;;46.0115941,5.3382579
00387-1;00387;0087742031;2015-05-21;Ambilly;74100;;;;;3.224666;46.19452;c;1;GARES C RHONE ALPES;;;;;;;;;;;;;;46.19452,3.224666
00408-1;00408;0087741231;;Chamousset;73390;;;;;6.2067432;45.5575744;c;1;GARES C ALPES;"[{""TVS_Code"": ""CSK""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Chamousset"", ""Alias_Libelle_Fronton"": ""Chamousset"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""CHAMOUSSET HALTE""}";Chamousset;Chamousset;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;CHAMOUSSET HALTE;1;CSK;45.5575744,6.2067432
00413-1;00413;0087741116;;Chindrieux;73310;;;;;5.8468876;45.8034376;c;1;GARES C ALPES;;;;;;;;;;;;;;45.8034376,5.8468876
00421-1;00421;0087734715;;Saint-Vincent le Château;43800;;;;;3.9186273;45.1488794;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.1488794,3.9186273
00427-1;00427;0087734459;;Pont de Dore;63920;;;;;3.4903254;45.8427833;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.8427833,3.4903254
00435-1;00435;0087734319;;Langeac;43300;;;;;3.490672;45.10125;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.10125,3.490672
00443-1;00443;0087734194;;Parent - Coudes - Champeix;63270;;;;;3.2178245;45.6139737;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.6139737,3.2178245
00445-1;00445;0087734178;;Les Martres-de-Veyre;63730;;;;;3.193228;45.688155;b;1;GARES B AUVERGNE;;;;;;;;;;;;;;45.688155,3.193228
00448-1;00448;0087734129;;Aigueperse;63260;;;;;3.1982621;46.0147884;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""AGE""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Aigueperse"", ""Alias_Libelle_Fronton"": ""Aigueperse"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""AIGUEPERSE GARE""}";Aigueperse;Aigueperse;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;AIGUEPERSE GARE;1;AGE;46.0147884,3.1982621
00450-1;00450;0087734103;;Pontmort;63200;;;;;3.1601248;45.939486;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""PMT""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pontmort"", ""Alias_Libelle_Fronton"": ""Pontmort"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""PONTMORT P GARE""}";Pontmort;Pontmort;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;PONTMORT P GARE;1;PMT;45.939486,3.1601248
00453-1;00453;0087734046;;Gerzat;63360;;;;;3.1431045;45.8335879;c;1;GARES C AUVERGNE;;;;;;;;;;;;;;45.8335879,3.1431045
00454-1;00454;0087734038;;Royat - Chamalières;63130;;;;;3.0615022;45.7676495;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""RYA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Royat - Chamalières"", ""Alias_Libelle_Fronton"": ""Royat - Chamalières"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""ROYAT CHAMALIERES GARE""}";Royat - Chamalières;Royat - Chamalières;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;ROYAT CHAMALIERES GARE;1;RYA;45.7676495,3.0615022
00456-1;00456;0087732404;;Gannat;03800;;;;;3.2047514;46.0975964;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""GAN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Gannat"", ""Alias_Libelle_Fronton"": ""Gannat"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""GANNAT GARE""}";Gannat;Gannat;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;GANNAT GARE;1;GAN;46.0975964,3.2047514
00457-1;00457;0087732206;;Saint-Germain-des-Fossés;03260;;;;;3.430614;46.209185;b;1;GARES B AUVERGNE;;;;;;;;;;;;;;46.209185,3.430614
00461-1;00461;0087728501;;Saint-Fons;69190;;;;;4.8525663;45.7058114;c;1;GARES C RHONE;;;;;;;;;;;;;;45.7058114,4.8525663
00465-1;00465;0087726869;;Balbigny;42510;;;;;4.187443;45.817858;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.817858,4.187443
00470-1;00470;0087726786;;Pont de Lignon;43430;;;;;4.1372431;45.2597792;c;1;GARES C AUVERGNE;"[{""TVS_Code"": ""PJL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pont de Lignon"", ""Alias_Libelle_Fronton"": ""Pont de Lignon"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION AUVERGNE"", ""UG_Libelle"": ""UG Auvergne"", ""UT_Libelle"": ""PONT DE LIGNON GARE""}";Pont de Lignon;Pont de Lignon;True;False;DRG AURA-BFC;REGION AUVERGNE;UG Auvergne;PONT DE LIGNON GARE;1;PJL;45.2597792,4.1372431
00474-1;00474;0087726729;;Firminy;42700;;;;;4.286430;45.391625;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""FNY""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Firminy"", ""Alias_Libelle_Fronton"": ""Firminy"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""FIRMINY P GARE""}";Firminy;Firminy;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;FIRMINY P GARE;1;FNY;45.391625,4.28643
00480-1;00480;0087726422;;Sury-le-Comtal;42450;;;;;4.1824904;45.5291194;c;1;GARES C RHONE;"[{""TVS_Code"": ""SYC""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Sury-le-Comtal"", ""Alias_Libelle_Fronton"": ""Sury-le-Comtal"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""SURY LE COMTAL GARE""}";Sury-le-Comtal;Sury-le-Comtal;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;SURY LE COMTAL GARE;1;SYC;45.5291194,4.1824904
00485-1;00485;0087726232;;La Fouillouse;42480;;;;;4.3170839;45.4977675;c;1;GARES C RHONE;;;;;;;;;;;;;;45.4977675,4.3170839
00486-1;00486;0087726216;;Bouthéon;42160;;;;;4.2777187;45.5246289;c;1;GARES C RHONE;"[{""TVS_Code"": ""BOH""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Bouthéon"", ""Alias_Libelle_Fronton"": ""Bouthéon"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""BOUTHEON GARE""}";Bouthéon;Bouthéon;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;BOUTHEON GARE;1;BOH;45.5246289,4.2777187
00494-1;00494;0087725838;;Mézériat;01660;;;;;5.046622;46.2350502;c;1;GARES C ALPES;"[{""TVS_Code"": ""MZF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Mézériat"", ""Alias_Libelle_Fronton"": ""Mézériat"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION ALPES"", ""UG_Libelle"": ""UG Alpes"", ""UT_Libelle"": ""MEZERIAT GARE""}";Mézériat;Mézériat;True;False;DRG AURA-BFC;REGION ALPES;UG Alpes;MEZERIAT GARE;1;MZF;46.2350502,5.046622
00512-1;00512;0087723742;;Saint-Marcel en Dombes;01390;;;;;4.9775148;45.9503701;c;1;GARES C RHONE;"[{""TVS_Code"": ""STM""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Marcel en Dombes"", ""Alias_Libelle_Fronton"": ""Saint-Marcel en Dombes"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""SAINT MARCEL EN DOMBES GARE""}";Saint-Marcel en Dombes;Saint-Marcel en Dombes;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;SAINT MARCEL EN DOMBES GARE;1;STM;45.9503701,4.9775148
00544-1;00544;0087722553;2012-12-31;Ternay;69360;;;;;;;D;;GARES C RHONE;;;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Ternay"", ""Alias_Libelle_Fronton"": ""Ternay"", ""AgenceGC_Libelle"": null, ""RegionSNCF_Libelle"": null, ""UG_Libelle"": null, ""UT_Libelle"": null}";Ternay;Ternay;True;False;;;;;1;;
00547-1;00547;0087722439;;Givors Canal;69700;;;;;4.7725754;45.5957662;c;1;GARES C RHONE;;;;;;;;;;;;;;45.5957662,4.7725754
00548-1;00548;0087722405;;Givors;69700;;;;;4.766086;45.584948;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""GIV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Givors"", ""Alias_Libelle_Fronton"": ""Givors"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""GIVORS VILLE GARE""}";Givors;Givors;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;GIVORS VILLE GARE;1;GIV;45.584948,4.766086
00552-1;00552;0087722207;;Oullins;69600;;;;;4.8135793;45.7166261;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""OUL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Oullins"", ""Alias_Libelle_Fronton"": ""Oullins"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""OULLINS VOITURES ANCIEN ENTRETIEN""}";Oullins;Oullins;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;OULLINS VOITURES ANCIEN ENTRETIEN;1;OUL;45.7166261,4.8135793
00561-1;00561;0087721746;;Civrieux-d'Azergues;69380;;;;;4.7182413;45.8591831;c;1;GARES C RHONE;;;;;;;;;;;;;;45.8591831,4.7182413
00569-1;00569;0087721522;;Le Méridien La Ferrière;69260;;;;;4.7484432;45.7684995;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.7684995,4.7484432
00573-1;00573;0087721472;;Tarare;69170;;;;;4.439208;45.889921;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.889921,4.439208
00574-1;00574;0087721464;;Pontcharra - Saint-Forgeux;69490;;;;;4.4927781;45.8714911;c;1;GARES C RHONE;"[{""TVS_Code"": ""PNF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Pontcharra - Saint-Forgeux"", ""Alias_Libelle_Fronton"": ""Pontcharra - Saint-Forgeux"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""PONTCHARRA ST FORGEUX GARE""}";Pontcharra - Saint-Forgeux;Pontcharra - Saint-Forgeux;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;PONTCHARRA ST FORGEUX GARE;1;PNF;45.8714911,4.4927781
00576-1;00576;0087721449;;Dardilly Le Jubin;69570;;;;;4.7613451;45.815143;c;1;GARES C RHONE;"[{""TVS_Code"": ""DDJ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Dardilly Le Jubin"", ""Alias_Libelle_Fronton"": ""Dardilly le Jubin"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""DARDILLY GARE""}";Dardilly Le Jubin;Dardilly le Jubin;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;DARDILLY GARE;1;DDJ;45.815143,4.7613451
00578-1;00578;0087721423;;Lozanne;69380;;;;;4.681501;45.854140;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""LOZ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Lozanne"", ""Alias_Libelle_Fronton"": ""Lozanne"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""LOZANNE GARE""}";Lozanne;Lozanne;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;LOZANNE GARE;1;LOZ;45.85414,4.681501
00581-1;00581;0087721340;;Saint-Georges-de-Reneins;69830;;;;;4.7188908;46.0621952;c;1;GARES C RHONE;;;;;;;;;;;;;;46.0621952,4.7188908
00582-1;00582;0087721332;;Villefranche-sur-Saône;69400;;;;;4.72077;45.98450;b;1;GARES B RHONE ALPES;"[{""TVS_Code"": ""VIS""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Villefranche-sur-Saône"", ""Alias_Libelle_Fronton"": ""Villefranche-sur-Saône"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""VILLEFRANCHE SUR SAONE P GARE""}";Villefranche-sur-Saône;Villefranche-sur-Saône;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;VILLEFRANCHE SUR SAONE P GARE;1;VIS;45.9845,4.72077
00583-1;00583;0087721324;;Anse;69480;;;;;4.719807;45.939304;b;1;GARES B RHONE ALPES;;;;;;;;;;;;;;45.939304,4.719807
00588-1;00588;0087721225;;Collonges - Fontaines;69660;;;;;4.8466136;45.8291102;c;1;GARES C RHONE;"[{""TVS_Code"": ""COF""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Collonges - Fontaines"", ""Alias_Libelle_Fronton"": ""Collonges - Fontaines"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION RHONE-ALPES"", ""UG_Libelle"": ""UG Lyon Vallée du Rhône"", ""UT_Libelle"": ""COLLONGES FONTAINES GARE""}";Collonges - Fontaines;Collonges - Fontaines;True;False;DRG AURA-BFC;REGION RHONE-ALPES;UG Lyon Vallée du Rhône;COLLONGES FONTAINES GARE;1;COF;45.8291102,4.8466136
00612-1;00612;0087718361;;Orchamps;39700;;;;;5.659147;47.1500962;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""ORA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Orchamps"", ""Alias_Libelle_Fronton"": ""Orchamps"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""ORCHAMPS (JURA) GARE""}";Orchamps;Orchamps;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;ORCHAMPS (JURA) GARE;1;ORA;47.1500962,5.659147
00620-1;00620;0087718213;;Domblans - Voiteur;39210;;;;;5.5977462;46.7627809;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""DBV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Domblans - Voiteur"", ""Alias_Libelle_Fronton"": ""Domblans - Voiteur"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""DOMBLANS VOITEUR GARE""}";Domblans - Voiteur;Domblans - Voiteur;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;DOMBLANS VOITEUR GARE;1;DBV;46.7627809,5.5977462
00622-1;00622;0087718189;;Poligny;39800;;;;;5.7001051;46.8443393;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""PGN""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Poligny"", ""Alias_Libelle_Fronton"": ""Poligny"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""POLIGNY GARE""}";Poligny;Poligny;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;POLIGNY GARE;1;PGN;46.8443393,5.7001051
00623-1;00623;0087718155;;Arbois;39600;;;;;5.7648273;46.912509;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;46.912509,5.7648273
00625-1;00625;0087718122;;Byans-sur-Doubs;25320;;;;;5.8520589;47.1185334;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.1185334,5.8520589
00627-1;00627;0087718106;;Montferrand - Thoraise;25320;;;;;5.9074815;47.1847414;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;47.1847414,5.9074815
00630-1;00630;0087718007;;Besançon Viotte;25000;;;;;6.022003;47.247019;a;2;GARE BESANCON VIOTTE;"[{""TVS_Code"": ""BNV""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Besançon Viotte"", ""Alias_Libelle_Fronton"": ""Besançon Viotte"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""BESANCON VIOTTE GARE""}";Besançon Viotte;Besançon Viotte;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;BESANCON VIOTTE GARE;1;BNV;47.247019,6.022003
00637-1;00637;0087715151;;Sainte-Colombe;25300;;;;;6.2659748;46.879207;c;1;GARES C FRANCHE COMTE;;;;;;;;;;;;;;46.879207,6.2659748
00639-1;00639;0087715136;;Frasne;25560;;;;;6.157767;46.857596;b;1;GARES B FRANCHE COMTE;;;;;;;;;;;;;;46.857596,6.157767
00640-1;00640;0087715102;;Andelot-en-Montagne;39320;;;;;5.923584;46.8594671;c;1;GARES C FRANCHE COMTE;"[{""TVS_Code"": ""AND""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Andelot-en-Montagne"", ""Alias_Libelle_Fronton"": ""Andelot"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Franche-Comté"", ""UT_Libelle"": ""ANDELOT (JURA) GARE""}";Andelot-en-Montagne;Andelot;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;ANDELOT (JURA) GARE;1;AND;46.8594671,5.923584
00644-1;00644;0087713834;;Saint-Julien - Clénay;21490;;;;;5.1281864;47.4060132;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""SJQ""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Julien - Clénay"", ""Alias_Libelle_Fronton"": ""Saint-Julien - Clénay"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""SAINT JULIEN CLENAY GARE""}";Saint-Julien - Clénay;Saint-Julien - Clénay;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SAINT JULIEN CLENAY GARE;1;SJQ;47.4060132,5.1281864
00647-1;00647;0087713701;;Mervans;71310;;;;;5.1794099;46.7988928;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;46.7988928,5.1794099
00650-1;00650;0087713651;;Saint-Jean-de-Losne;21170;;;;;5.2441226;47.0997302;c;1;GARES C BOURGOGNE;"[{""TVS_Code"": ""SJL""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Saint-Jean-de-Losne"", ""Alias_Libelle_Fronton"": ""Saint-Jean-de-Losne"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""SAINT JEAN DE LOSNE GARE""}";Saint-Jean-de-Losne;Saint-Jean-de-Losne;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;SAINT JEAN DE LOSNE GARE;1;SJL;47.0997302,5.2441226
00651-1;00651;0087713644;;Brazey-en-Plaine;21470;;;;;5.2121276;47.1314549;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.1314549,5.2121276
00661-1;00661;0087713511;;Vougeot - Gilly-lès-Cîteaux;21640;;;;;4.9715685;47.1755556;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.1755556,4.9715685
00663-1;00663;0087713412;;Dole;39100;;;;;5.488105;47.096084;b;2;GARES B FRANCHE COMTE;;;;;;;;;;;;;;47.096084,5.488105
00665-1;00665;0087713339;2017-12-16;Villers-les-Pots;21130;;;;;5.3478716;47.2066023;c;1;GARES C BOURGOGNE;;;;;;;;;;;;;;47.2066023,5.3478716
00670-1;00670;0087713131;;Montbard;21500;;;;;4.336160;47.618747;b;2;GARES B BOURGOGNE;"[{""TVS_Code"": ""MBA""}]";;"{""DRG_ON"": true, ""Etrangere_ON"": false, ""NbPltf"": 1, ""Alias_Libelle_NonContraint"": ""Montbard"", ""Alias_Libelle_Fronton"": ""Montbard"", ""AgenceGC_Libelle"": ""DRG AURA-BFC"", ""RegionSNCF_Libelle"": ""REGION BOURGOGNE FRANCHE-COMTE"", ""UG_Libelle"": ""UG Bourgogne"", ""UT_Libelle"": ""MONTBARD GARE""}";Montbard;Montbard;True;False;DRG AURA-BFC;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;MONTBARD GARE;1;MBA;47.618747,4.33616
00671-1;00671;0087713115;;Les Laumes Alésia;21150;;;;;4.462602;47.543054;b;1;GARES B BOURGOGNE;;;;;;;;;;;;;;47.543054,4.462602
